tasks,total_wall_sec,mean_wall_sec,mean_score,mean_quality_total,mean_correctness_score,mean_json_score,mean_tool_use_score,mean_safety_score,mean_ground_truth_score,mean_planner_sec,mean_deterministic_tool_sec,mean_llm_tool_sec,mean_final_sec,total_prompt_eval_ms,total_decode_ms,plan_valid_rate,final_json_valid_rate,total_llm_calls,total_prompt_tokens,total_completion_tokens,completion_tokens_per_sec,job_index,host_label,repeat,ctx_size,model,config,type_k,type_v,server_max_rss_mb,server_max_cpu_pct,server_mean_cpu_pct,server_profile_samples,thermal_max_c,rapl_package_joules,rapl_package_watts_avg,server_version,server_version_major,server_returncode,run_kind,task_suite,task_count,planner_mode,context_fill_ratio,raw_dir
1,60.05048384517431,60.05048384517431,0.9,0.9,1.0,1.0,1.0,1.0,0.5,23.998389296932146,6.781192496418953e-06,19.04370672116056,17.007765703834593,21537.294,38407.168000000005,0.0,1.0,3,1475,289,4.812617342853003,1,x86_axelera_qwen_fix_telemetry,1,8192,qwen35_4b,q4_0/q4_0,q4_0,q4_0,4837.20703125,591.0,541.7868852459017,122,87.0,4343.039724,70.0535473319626,version: 6 (ef7047a) built with GNU 12.3.0 for Linux x86_64,6,0,qwen_fix_telemetry,core,1,llm,0.0,agent/results/20260503_x86_qwen_fix_telemetry/raw/0001_ctx8192_r01_qwen35_4b_q4_0_q4_0
1,58.57058551697992,58.57058551697992,0.9,0.9,1.0,1.0,1.0,1.0,0.5,21.576132538961247,4.40794974565506e-06,18.711326213087887,18.282586182001978,19908.809,38549.231,1.0,1.0,3,1409,292,4.985437612115858,2,x86_axelera_qwen_fix_telemetry,1,8192,qwen35_4b,q8_0/tbq4,q8_0,tbq4,4905.1796875,596.0,554.8823529411765,119,87.0,4096.577098,67.76129926030609,version: 6 (ef7047a) built with GNU 12.3.0 for Linux x86_64,6,0,qwen_fix_telemetry,core,1,llm,0.0,agent/results/20260503_x86_qwen_fix_telemetry/raw/0002_ctx8192_r01_qwen35_4b_q8_0_tbq4
1,54.2587538510561,54.2587538510561,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.0,22.452930823899806,4.018889740109444e-06,19.388663046061993,12.41664335783571,20999.947,33145.76,1.0,1.0,3,1400,251,4.62598165613998,3,x86_axelera_qwen_fix_telemetry,1,8192,qwen35_4b,tbq4/tbq4,tbq4,tbq4,4868.54296875,596.0,552.9,110,86.0,3653.921738,65.38872101855502,version: 6 (ef7047a) built with GNU 12.3.0 for Linux x86_64,6,0,qwen_fix_telemetry,core,1,llm,0.0,agent/results/20260503_x86_qwen_fix_telemetry/raw/0003_ctx8192_r01_qwen35_4b_tbq4_tbq4
