elapsed_sec,rss_kb,cpu_pct
1777728873.641,11716,0.0
1777728874.647,136128,100.0
1777728875.659,7350244,128.0
1777728876.669,7397816,192.0
1777728877.679,7419524,296.0
1777728878.689,7419524,358.0
1777728879.699,7419524,399.0
1777728880.716,7419524,429.0
1777728881.731,7419524,451.0
1777728882.746,7419524,469.0
1777728883.761,7419524,483.0
1777728884.776,7419524,494.0
1777728885.786,7452848,504.0
1777728886.797,7452848,511.0
1777728887.809,7453172,518.0
1777728888.82,7453172,524.0
1777728889.831,7453172,529.0
1777728890.842,7460932,534.0
1777728891.857,7460932,538.0
1777728892.871,7460932,542.0
1777728893.885,7460932,545.0
1777728894.897,7460932,548.0
1777728895.909,7488960,550.0
1777728896.92,7488960,553.0
1777728897.931,7488960,555.0
1777728898.942,7488960,557.0
1777728899.954,7488960,559.0
1777728900.965,7488960,561.0
1777728901.981,7488960,562.0
1777728902.996,7488960,564.0
1777728904.011,7488960,566.0
1777728905.024,7488960,567.0
1777728906.036,7488960,568.0
1777728907.048,7517952,569.0
1777728908.059,7517988,554.0
1777728909.07,7517988,555.0
1777728910.081,7517988,557.0
1777728911.092,7517988,558.0
1777728912.107,7517988,559.0
1777728913.118,7517988,561.0
1777728914.131,7517988,562.0
1777728915.145,7517988,563.0
1777728916.159,7517988,564.0
1777728917.173,7517988,565.0
1777728918.189,7517988,566.0
1777728919.204,7517988,567.0
1777728920.214,7547220,568.0
1777728921.225,7547220,568.0
1777728922.237,7547220,569.0
1777728923.248,7547220,570.0
1777728924.258,7547220,571.0
1777728925.273,7547220,571.0
1777728926.285,7547220,572.0
1777728927.299,7547220,573.0
1777728928.314,7547220,573.0
1777728929.328,7547220,574.0
1777728930.339,7587348,574.0
1777728931.35,7596960,575.0
1777728932.361,7597320,576.0
1777728933.373,7597320,576.0
1777728934.384,7597320,577.0
1777728935.396,7597320,577.0
1777728936.408,7597320,577.0
1777728937.419,7607188,578.0
1777728938.435,7607188,578.0
1777728939.45,7607188,579.0
1777728940.466,7607188,579.0
1777728941.481,7607188,580.0
1777728942.491,7648160,580.0
1777728943.503,7648160,580.0
1777728944.514,7648160,581.0
1777728945.526,7648160,581.0
1777728946.537,7648160,581.0
1777728947.548,7648160,582.0
1777728948.56,7648160,582.0
1777728949.575,7648160,582.0
1777728950.591,7648160,583.0
1777728951.606,7648160,583.0
1777728952.617,7648160,583.0
1777728953.627,7689748,584.0
1777728954.637,7697140,584.0
1777728955.649,7697252,584.0
1777728956.66,7697300,584.0
1777728957.671,7697300,585.0
1777728958.683,7697300,585.0
1777728959.694,7697300,585.0
1777728960.705,7697300,585.0
1777728961.717,7697300,586.0
1777728962.732,7697300,586.0
1777728963.748,7697300,586.0
1777728964.763,7697300,586.0
1777728965.778,7697300,587.0
1777728966.791,7697300,587.0
1777728967.801,7739660,587.0
1777728968.813,7739660,587.0
1777728969.824,7739660,587.0
1777728970.835,7739660,588.0
1777728971.847,7739660,588.0
1777728972.858,7739660,588.0
1777728973.874,7739660,588.0
1777728974.889,7739660,588.0
1777728975.905,7739660,589.0
1777728976.92,7739660,589.0
1777728977.935,7739660,589.0
1777728978.946,7777284,589.0
1777728979.957,7777284,589.0
1777728980.968,7777284,589.0
1777728981.979,7777284,590.0
1777728982.992,7777284,590.0
1777728984.003,7777284,590.0
1777728985.015,7777284,590.0
1777728986.029,7777284,590.0
1777728987.044,7777284,590.0
1777728988.055,7777284,591.0
1777728989.07,7777284,586.0
1777728990.085,7777284,586.0
1777728991.1,7777284,586.0
1777728992.115,7777284,586.0
1777728993.13,7777284,586.0
1777728994.142,7777284,587.0
