run_kind,planner_mode,task_suite,host_label,ctx_size,model,config,task_rows,planner_sec_mean,deterministic_tool_sec_mean,llm_tool_sec_mean,final_sec_mean,prompt_eval_ms_mean,decode_ms_mean,wall_sec_mean
suite25_8k,fixed,paper,m4_paper_suite25,8192,gemma4_e4b,q8_0/tbq4,25,0.0,0.001083281681057997,2.0158426483598304,3.0855430767976215,2698.08,2397.24604,5.1027509583206845
suite25_8k,fixed,paper,m4_paper_suite25,8192,gemma4_e4b,tbq4/tbq4,25,0.0,0.0010805034829536452,2.025656061639893,3.0430677584389922,2722.23708,2340.725,5.070089249840821
suite25_8k,fixed,paper,m4_paper_suite25,8192,qwen35_4b,f16/f16,25,0.0,0.0010862481978256256,2.71069935831998,3.2826167649589477,3377.41016,2594.30172,5.994684551560203
suite25_8k,fixed,paper,m4_paper_suite25,8192,qwen35_4b,q4_0/q4_0,25,0.0,0.0011096631595864893,2.806465201600222,3.312463663239614,3508.91788,2595.3700400000002,6.12031955160026
suite25_8k,fixed,paper,m4_paper_suite25,8192,qwen35_4b,q8_0/q8_0,25,0.0,0.00109757499943953,2.7262306533608354,3.2386566949589177,3434.8374400000002,2514.64128,5.966271063358872
suite25_8k,fixed,paper,m4_paper_suite25,8192,qwen35_4b,q8_0/tbq4,25,0.0,0.0011321099614724516,2.814934985120199,3.448007278278819,3514.34604,2726.1246,6.264369441840682
suite25_8k,fixed,paper,m4_paper_suite25,8192,qwen35_4b,tbq4/tbq4,25,0.0,0.0012306748813716694,2.838195483359741,3.5486095816013403,3539.50132,2828.65244,6.388328241719864
suite25_8k,fixed,paper,x86_axelera_suite25,8192,gemma4_e4b,f16/f16,25,0.0,2.029464580118656e-05,8.834830616312102,13.259048377433793,10856.5096,11188.89188,22.09418843032792
suite25_8k,fixed,paper,x86_axelera_suite25,8192,gemma4_e4b,q4_0/q4_0,25,0.0,2.0865947008132934e-05,9.07082683016546,14.830801825653761,11809.203520000001,12075.65472,23.90194108790718
suite25_8k,fixed,paper,x86_axelera_suite25,8192,gemma4_e4b,q8_0/q8_0,25,0.0,1.9275294616818427e-05,8.700477979686111,13.32069267093204,10890.92152,11102.91692,22.02147267812863
suite25_8k,fixed,paper,x86_axelera_suite25,8192,gemma4_e4b,q8_0/tbq4,25,0.0,2.0433953031897546e-05,8.567549307607115,12.937007549563424,10464.03996,11018.76284,21.504865393303334
suite25_8k,fixed,paper,x86_axelera_suite25,8192,gemma4_e4b,tbq4/tbq4,25,0.0,2.1359650418162346e-05,8.650997094912455,12.999479755396024,10708.43088,10923.91844,21.650792156178504
suite25_8k,fixed,paper,x86_axelera_suite25,8192,qwen35_4b,f16/f16,25,0.0,2.1151965484023094e-05,10.498989071613178,12.904715728675946,12580.51648,10730.42004,23.404023256646468
suite25_8k,fixed,paper,x86_axelera_suite25,8192,qwen35_4b,q4_0/q4_0,25,0.0,1.927112229168415e-05,10.6206111484766,13.283361682463438,13247.05208,10573.3932,23.90427772563882
suite25_8k,fixed,paper,x86_axelera_suite25,8192,qwen35_4b,q8_0/q8_0,25,0.0,2.0917896181344984e-05,10.659389514522626,13.828368117166683,12745.79136,11656.00916,24.48806539716199
suite25_8k,fixed,paper,x86_axelera_suite25,8192,qwen35_4b,q8_0/tbq4,25,0.0,3.220913000404835e-05,9.618932820064947,14.668454782431946,12080.46108,12123.27284,24.287709783585743
suite25_8k,fixed,paper,x86_axelera_suite25,8192,qwen35_4b,tbq4/tbq4,25,0.0,2.0966557785868643e-05,10.347834378089756,15.315029655378313,12654.813,12924.43916,25.663178987633437
