tasks,total_wall_sec,mean_wall_sec,mean_score,mean_quality_total,mean_correctness_score,mean_json_score,mean_tool_use_score,mean_safety_score,mean_ground_truth_score,mean_planner_sec,mean_deterministic_tool_sec,mean_llm_tool_sec,mean_final_sec,total_prompt_eval_ms,total_decode_ms,plan_valid_rate,final_json_valid_rate,total_llm_calls,total_prompt_tokens,total_completion_tokens,completion_tokens_per_sec,job_index,host_label,repeat,ctx_size,model,config,type_k,type_v,server_max_rss_mb,server_max_cpu_pct,server_mean_cpu_pct,server_profile_samples,thermal_max_c,rapl_package_joules,rapl_package_watts_avg,server_version,server_version_major,server_returncode,run_kind,task_suite,task_count,planner_mode,context_fill_ratio,raw_dir
2,111.25609124801122,55.62804562400561,0.9166666666666666,0.9166666666666666,0.8333333333333333,1.0,1.0,1.0,0.75,22.15710167796351,8.957355748862028e-05,19.245954844984226,14.22431767906528,39904.636,71122.39,0.5,1.0,6,2761,539,4.844678560551488,1,x86_axelera_qwen_fix_smoke,1,8192,qwen35_4b,q4_0/q4_0,q4_0,q4_0,5153.5859375,592.0,558.0088495575221,113,88.0,0.0,0.0,version: 6 (ef7047a) built with GNU 12.3.0 for Linux x86_64,6,0,agent,core,2,llm,0.0,agent/results/20260503_x86_qwen_fix_smoke/raw/0001_ctx8192_r01_qwen35_4b_q4_0_q4_0
2,107.65743621811271,53.828718109056354,0.9166666666666666,0.9166666666666666,0.8333333333333333,1.0,1.0,1.0,0.75,21.701857861015014,4.063593223690987e-06,16.31347111647483,15.812914244597778,36132.762,71306.976,1.0,1.0,6,2404,542,5.034487342814986,2,x86_axelera_qwen_fix_smoke,1,8192,qwen35_4b,q8_0/tbq4,q8_0,tbq4,5178.94140625,594.0,562.5504587155963,109,87.0,0.0,0.0,version: 6 (ef7047a) built with GNU 12.3.0 for Linux x86_64,6,0,agent,core,2,llm,0.0,agent/results/20260503_x86_qwen_fix_smoke/raw/0002_ctx8192_r01_qwen35_4b_q8_0_tbq4
2,105.71610923297703,52.858054616488516,0.8333333333333333,0.8333333333333333,0.6666666666666666,1.0,1.0,1.0,0.5,21.658829061081633,3.999099135398865e-06,18.752759867464192,12.446002373937517,41212.488,64269.522999999994,1.0,1.0,6,2750,486,4.597217997580234,3,x86_axelera_qwen_fix_smoke,1,8192,qwen35_4b,tbq4/tbq4,tbq4,tbq4,5190.5078125,597.0,567.1775700934579,107,87.0,4971.590422,64.61058157270215,version: 6 (ef7047a) built with GNU 12.3.0 for Linux x86_64,6,0,agent,core,2,llm,0.0,agent/results/20260503_x86_qwen_fix_smoke/raw/0003_ctx8192_r01_qwen35_4b_tbq4_tbq4
