elapsed_sec,rss_kb,cpu_pct
1777721714.096,11664,0.0
1777721715.104,3525364,101.0
1777721716.114,4722080,131.0
1777721717.123,4834716,287.0
1777721718.134,4835752,367.0
1777721719.144,4835752,414.0
1777721720.155,4835752,446.0
1777721721.166,4887212,468.0
1777721722.178,4890072,486.0
1777721723.19,4890072,499.0
1777721724.201,4890072,510.0
1777721725.212,4890072,518.0
1777721726.226,4890072,526.0
1777721727.238,4890072,532.0
1777721728.254,4890072,538.0
1777721729.265,4978692,541.0
1777721730.277,4979060,545.0
1777721731.288,4979060,548.0
1777721732.299,4979060,552.0
1777721733.31,4979060,554.0
1777721734.321,4979060,557.0
1777721735.332,4979060,559.0
1777721736.343,5030520,561.0
1777721737.355,5033424,563.0
1777721738.367,5033424,565.0
1777721739.378,5033424,567.0
1777721740.391,5033424,568.0
1777721741.404,5033424,570.0
1777721742.416,5033424,571.0
1777721743.428,5033424,572.0
1777721744.439,5103688,573.0
1777721745.451,5103688,574.0
1777721746.462,5103688,575.0
1777721747.474,5103688,576.0
1777721748.484,5155148,577.0
1777721749.497,5155148,577.0
1777721750.509,5155148,578.0
1777721751.522,5155148,579.0
1777721752.533,5155148,580.0
1777721753.546,5155148,580.0
1777721754.557,5155148,581.0
1777721755.568,5155148,582.0
1777721756.578,5220696,582.0
1777721757.59,5220696,582.0
1777721758.601,5220696,583.0
1777721759.612,5220696,583.0
1777721760.624,5220696,584.0
1777721761.635,5220696,584.0
1777721762.645,5272156,585.0
1777721763.657,5272156,585.0
1777721764.668,5338404,585.0
1777721765.68,5338404,586.0
1777721766.69,5338404,586.0
1777721767.701,5338404,586.0
1777721768.712,5338404,587.0
1777721769.723,5389864,587.0
1777721770.736,5389864,587.0
1777721771.748,5389864,588.0
1777721772.761,5389864,588.0
1777721773.773,5389864,588.0
1777721774.785,5389864,589.0
1777721775.797,5389864,589.0
1777721776.809,5455352,589.0
1777721777.821,5455352,589.0
1777721778.832,5455352,589.0
1777721779.844,5455352,590.0
1777721780.856,5455352,590.0
1777721781.867,5455352,590.0
1777721782.878,5506812,590.0
1777721783.889,5572744,590.0
1777721784.9,5572744,591.0
1777721785.911,5572744,591.0
1777721786.922,5572744,591.0
1777721787.932,5572744,591.0
1777721788.943,5572744,591.0
1777721789.954,5624204,592.0
1777721790.966,5624204,592.0
1777721791.979,5624204,592.0
1777721792.991,5624204,592.0
1777721794.004,5624204,592.0
1777721795.016,5624204,592.0
1777721796.032,5624204,593.0
1777721797.043,5690068,593.0
1777721798.054,5690068,593.0
1777721799.065,5690068,586.0
1777721800.076,5690068,586.0
1777721801.088,5690068,586.0
1777721802.098,5741528,587.0
1777721803.11,5741528,587.0
1777721804.121,5807392,587.0
1777721805.132,5807392,587.0
1777721806.143,5807392,587.0
1777721807.154,5807392,587.0
1777721808.165,5807392,588.0
1777721809.176,5858852,588.0
1777721810.188,5858852,588.0
1777721811.201,5858852,588.0
1777721812.213,5858852,588.0
1777721813.225,5858852,589.0
1777721814.236,5858852,589.0
1777721815.248,5858852,589.0
1777721816.259,5924340,589.0
1777721817.271,5924340,589.0
1777721818.282,5924340,589.0
1777721819.293,5924340,589.0
1777721820.305,5924340,589.0
1777721821.317,5924340,590.0
1777721822.328,5924340,590.0
1777721823.337,5975800,590.0
1777721824.35,5975800,590.0
1777721825.362,5975800,590.0
1777721826.373,6044584,590.0
1777721827.384,6044584,590.0
1777721828.396,6044584,590.0
1777721829.407,6044584,591.0
1777721830.419,6044584,591.0
1777721831.43,6096044,591.0
1777721832.442,6096044,591.0
1777721833.453,6096044,591.0
1777721834.467,6096044,591.0
1777721835.485,6096044,591.0
1777721836.499,6096044,592.0
1777721837.511,6161536,592.0
1777721838.522,6161536,592.0
1777721839.534,6161536,592.0
1777721840.545,6161536,592.0
1777721841.557,6161536,592.0
1777721842.567,6212996,592.0
1777721843.58,6212996,592.0
1777721844.591,6278672,592.0
1777721845.602,6278672,592.0
1777721846.613,6278672,592.0
1777721847.625,6278672,592.0
1777721848.636,6278672,593.0
1777721849.647,6330132,593.0
1777721850.659,6330132,593.0
1777721851.67,6330132,593.0
1777721852.683,6330132,593.0
1777721853.696,6330132,593.0
1777721854.708,6330132,593.0
1777721855.72,6330132,593.0
1777721856.73,6395028,593.0
1777721857.74,6395028,593.0
1777721858.75,6395028,593.0
1777721859.761,6395028,593.0
1777721860.772,6395028,593.0
1777721861.783,6395028,594.0
1777721862.794,6446488,594.0
1777721863.806,6446488,594.0
