elapsed_sec,rss_kb,cpu_pct,thermal_max_c,rapl_package_energy_uj
1777823097.979,13528,0.0,65.0,90868402447
1777823098.987,3586408,100.0,70.0,90899177514
1777823100.0,4721400,129.0,67.0,90927332472
1777823101.01,4856312,285.0,83.0,91008140065
1777823102.021,4856628,365.0,84.0,91097868229
1777823103.032,4856628,413.0,83.0,91189493849
1777823104.044,4856628,446.0,78.0,91276215062
1777823105.056,4856628,469.0,72.0,91340887138
1777823106.067,4856628,432.0,78.0,91406109505
1777823107.079,4908088,449.0,75.0,91471687462
1777823108.092,4910996,463.0,73.0,91533426806
1777823109.105,4910996,475.0,76.0,91594648756
1777823110.118,4910996,485.0,76.0,91655852823
1777823111.131,4910996,494.0,73.0,91717087408
1777823112.145,4910996,502.0,75.0,91778369172
1777823113.158,4910996,508.0,72.0,91839475888
1777823114.17,4910996,514.0,73.0,91900374841
1777823115.183,4910996,519.0,72.0,91961480154
1777823116.196,4910996,524.0,74.0,92022649858
1777823117.21,4910996,528.0,72.0,92083784772
1777823118.224,4910996,532.0,73.0,92144885385
1777823119.236,4910996,535.0,72.0,92205992345
1777823120.254,4910996,538.0,72.0,92267448731
1777823121.266,4910996,541.0,73.0,92328379422
1777823122.28,4910996,544.0,72.0,92389575432
1777823123.29,4998384,545.0,87.0,92472243189
1777823124.301,4998800,548.0,85.0,92563601354
1777823125.312,4998800,550.0,78.0,92649903013
1777823126.324,4998800,552.0,77.0,92715058242
1777823127.336,4998800,554.0,76.0,92780323761
1777823128.348,4998800,555.0,77.0,92845390550
1777823129.359,4998800,557.0,76.0,92910523378
1777823130.371,4998800,558.0,76.0,92975554523
1777823131.383,4999408,560.0,74.0,93040968235
1777823132.394,4999408,561.0,76.0,93107054492
1777823133.406,4999408,562.0,73.0,93171950077
1777823134.418,4999408,564.0,76.0,93237779865
1777823135.43,4999408,565.0,74.0,93303599093
1777823136.442,4999408,566.0,74.0,93369188891
1777823137.454,4999408,567.0,74.0,93434761966
1777823138.466,4999408,568.0,74.0,93500345660
1777823139.477,5000432,569.0,77.0,93566314974
1777823140.49,5000432,570.0,74.0,93631706286
1777823141.503,5000432,570.0,75.0,93697368471
1777823142.515,5000432,571.0,75.0,93763124101
1777823143.527,5000432,572.0,75.0,93828824189
1777823144.539,5000432,573.0,74.0,93894489365
1777823145.551,5000432,573.0,74.0,93960146424
1777823146.561,5000432,574.0,74.0,94025803910
1777823147.573,5001456,575.0,76.0,94091867339
1777823148.585,5001456,575.0,76.0,94157254074
1777823149.597,5001456,576.0,76.0,94222966674
1777823150.609,5001456,576.0,78.0,94288601455
1777823151.621,5001456,577.0,76.0,94354353178
1777823152.633,5001456,578.0,76.0,94419992354
1777823153.644,5001456,578.0,76.0,94485973630
1777823154.655,5001456,579.0,77.0,94551018080
1777823155.666,5002480,579.0,76.0,94617436428
1777823156.678,5002480,579.0,76.0,94682889141
1777823157.69,5002480,580.0,76.0,94748928096
1777823158.703,5002480,580.0,73.0,94814236584
1777823159.716,5002480,581.0,73.0,94880075404
1777823160.728,5002480,581.0,76.0,94946393777
1777823161.742,5002480,582.0,74.0,95012215264
1777823162.754,5002480,582.0,76.0,95078010811
1777823163.765,5002480,582.0,78.0,95143469322
1777823164.776,5003504,583.0,72.0,95208596780
1777823165.788,5003504,583.0,73.0,95274859367
1777823166.8,5003504,583.0,76.0,95340910406
1777823167.811,5003504,583.0,74.0,95406236777
1777823168.822,5003504,584.0,74.0,95472322667
1777823169.834,5003504,584.0,73.0,95538095753
1777823170.846,5003504,584.0,75.0,95603951298
1777823171.859,5003504,585.0,74.0,95669817706
1777823172.87,5003504,585.0,74.0,95735045811
1777823173.881,5004528,585.0,78.0,95801392687
1777823174.893,5004528,585.0,74.0,95867039736
1777823175.905,5004528,586.0,78.0,95932583330
1777823176.918,5004528,586.0,77.0,95998602143
1777823177.929,5004528,586.0,77.0,96064182541
