elapsed_sec,rss_kb,cpu_pct
1777712683.742,12608,0.0
1777712684.748,136576,101.0
1777712685.763,7482004,124.0
1777712686.772,7558792,194.0
1777712687.783,7588756,297.0
1777712688.793,7595524,359.0
1777712689.804,7595656,400.0
1777712690.814,7596188,429.0
1777712691.825,7596188,451.0
1777712692.836,7614156,468.0
1777712693.85,7614156,482.0
1777712694.863,7614156,494.0
1777712695.877,7614156,503.0
1777712696.892,7614156,511.0
1777712697.904,7614156,518.0
1777712698.92,7614156,524.0
1777712699.931,7664552,529.0
1777712700.942,7664552,533.0
1777712701.953,7664552,538.0
1777712702.964,7664552,541.0
1777712703.975,7664552,544.0
1777712704.99,7664552,547.0
1777712706.005,7664552,550.0
1777712707.02,7664552,553.0
1777712708.035,7664552,555.0
1777712709.05,7664552,557.0
1777712710.059,7708028,538.0
1777712711.071,7708028,541.0
1777712712.082,7708028,543.0
1777712713.093,7708028,545.0
1777712714.104,7708028,547.0
1777712715.115,7708028,549.0
1777712716.13,7708028,551.0
1777712717.145,7708028,552.0
1777712718.16,7708028,554.0
1777712719.171,7708028,555.0
1777712720.183,7708028,557.0
1777712721.196,7708028,558.0
1777712722.206,7754244,559.0
1777712723.217,7754244,560.0
1777712724.228,7754244,561.0
1777712725.239,7754244,562.0
1777712726.25,7754244,563.0
1777712727.261,7754244,564.0
1777712728.272,7754244,565.0
1777712729.286,7754244,566.0
1777712730.301,7754244,567.0
1777712731.317,7754244,568.0
1777712732.333,7754244,569.0
1777712733.348,7754244,570.0
1777712734.364,7754244,570.0
1777712735.375,7804020,571.0
1777712736.388,7804020,572.0
1777712737.399,7804020,572.0
1777712738.411,7804020,573.0
1777712739.422,7804020,574.0
1777712740.436,7804020,574.0
1777712741.451,7804020,575.0
1777712742.467,7804020,575.0
1777712743.482,7804020,576.0
1777712744.498,7804020,576.0
1777712745.509,7853884,577.0
1777712746.521,7853884,577.0
1777712747.533,7854952,578.0
1777712748.544,7854952,578.0
1777712749.556,7854952,579.0
1777712750.568,7854952,579.0
1777712751.58,7854952,579.0
1777712752.591,7876080,580.0
1777712753.605,7876080,580.0
1777712754.617,7876080,581.0
1777712755.632,7876080,581.0
1777712756.647,7876080,581.0
1777712757.661,7876080,582.0
1777712758.677,7876080,582.0
1777712759.688,7951772,582.0
1777712760.7,7951772,583.0
1777712761.712,7951772,583.0
1777712762.723,7951772,583.0
1777712763.734,7951772,583.0
1777712764.746,7951772,584.0
1777712765.761,7951772,584.0
1777712766.776,7951772,584.0
1777712767.789,7951772,585.0
1777712768.802,7951772,585.0
1777712769.818,7951772,585.0
1777712770.827,8022628,585.0
1777712771.838,8022628,585.0
1777712772.849,8022628,586.0
1777712773.86,8022628,586.0
1777712774.872,8022628,586.0
1777712775.883,8022628,586.0
1777712776.894,8022628,587.0
1777712777.91,8022628,587.0
1777712778.922,8022628,587.0
1777712779.933,8022628,587.0
1777712780.947,8022628,587.0
1777712781.957,8091156,588.0
1777712782.969,8091156,588.0
1777712783.98,8091156,588.0
1777712784.992,8091156,588.0
1777712786.003,8091156,588.0
1777712787.017,8091156,588.0
1777712788.031,8091156,589.0
1777712789.045,8091156,589.0
1777712790.061,8091156,584.0
1777712791.076,8091156,584.0
1777712792.086,8152392,584.0
1777712793.098,8152392,584.0
1777712794.108,8152392,584.0
1777712795.12,8152392,585.0
1777712796.131,8152392,585.0
1777712797.142,8152392,585.0
1777712798.153,8152392,585.0
1777712799.168,8152392,585.0
1777712800.183,8152392,585.0
1777712801.198,8152392,586.0
1777712802.213,8152392,586.0
1777712803.228,8152392,586.0
1777712804.242,8152392,586.0
1777712805.251,8223488,586.0
1777712806.263,8223488,586.0
1777712807.274,8223488,587.0
1777712808.285,8223488,587.0
1777712809.296,8223488,587.0
1777712810.312,8223488,587.0
1777712811.327,8223488,587.0
1777712812.342,8223488,587.0
1777712813.356,8223488,588.0
1777712814.364,8243280,588.0
1777712815.376,8284200,588.0
1777712816.387,8284200,588.0
1777712817.398,8284200,588.0
1777712818.409,8284200,588.0
1777712819.419,8284200,588.0
1777712820.431,8284200,588.0
1777712821.446,8284200,589.0
1777712822.459,8284200,589.0
1777712823.47,8284200,589.0
1777712824.482,8284200,589.0
1777712825.492,8349896,589.0
1777712826.503,8349896,589.0
1777712827.514,8349896,589.0
1777712828.525,8349896,589.0
1777712829.536,8349896,589.0
1777712830.547,8349896,590.0
1777712831.558,8349896,590.0
1777712832.573,8349896,590.0
1777712833.585,8349896,590.0
1777712834.601,8349896,590.0
1777712835.616,8349896,590.0
1777712836.631,8349896,590.0
1777712837.646,8349896,590.0
1777712838.661,8349896,591.0
1777712839.672,8421504,591.0
1777712840.684,8421504,591.0
1777712841.695,8421504,591.0
1777712842.706,8421504,591.0
1777712843.717,8421504,591.0
1777712844.731,8421504,591.0
1777712845.742,8421504,591.0
1777712846.756,8421504,591.0
1777712847.771,8421504,591.0
1777712848.786,8421504,591.0
1777712849.797,8486444,592.0
1777712850.808,8486444,592.0
1777712851.819,8486444,592.0
1777712852.83,8486444,592.0
1777712853.841,8486444,592.0
1777712854.851,8486444,592.0
1777712855.864,8486444,592.0
1777712856.876,8486444,592.0
1777712857.89,8486444,592.0
1777712858.906,8486444,592.0
1777712859.921,8486444,592.0
1777712860.936,8486444,592.0
1777712861.951,8486444,593.0
1777712862.966,8486444,593.0
1777712863.982,8486444,593.0
1777712864.996,8486444,593.0
1777712866.011,8486444,593.0
