elapsed_sec,rss_kb,cpu_pct
1777713220.299,12236,0.0
1777713221.306,3558824,100.0
1777713222.319,4601504,129.0
1777713223.328,4726316,285.0
1777713224.339,4726636,365.0
1777713225.35,4726636,413.0
1777713226.361,4726636,445.0
1777713227.372,4726636,468.0
1777713228.384,4726636,486.0
1777713229.396,4778096,499.0
1777713230.408,4781008,509.0
1777713231.42,4781008,518.0
1777713232.432,4781008,526.0
1777713233.444,4781008,532.0
1777713234.458,4781008,537.0
1777713235.473,4781008,542.0
1777713236.491,4781008,546.0
1777713237.506,4781008,550.0
1777713238.518,4841820,552.0
1777713239.53,4841820,555.0
1777713240.542,4841820,558.0
1777713241.553,4841820,560.0
1777713242.564,4841820,562.0
1777713243.575,4893280,564.0
1777713244.588,4893280,566.0
1777713245.6,4893280,567.0
1777713246.612,4893280,569.0
1777713247.626,4893280,570.0
1777713248.643,4893280,572.0
1777713249.655,4893280,573.0
1777713250.665,4952444,573.0
1777713251.677,4952444,574.0
1777713252.688,4952444,575.0
1777713253.7,4952444,576.0
1777713254.712,4952444,577.0
1777713255.723,5003904,578.0
1777713256.74,5003904,579.0
1777713257.751,5063496,579.0
1777713258.762,5063804,580.0
1777713259.773,5063804,580.0
1777713260.784,5063804,581.0
1777713261.796,5063804,582.0
1777713262.808,5063804,582.0
1777713263.819,5115264,583.0
1777713264.833,5115264,583.0
1777713265.845,5115264,584.0
1777713266.857,5115264,584.0
1777713267.873,5115264,585.0
1777713268.884,5115264,585.0
1777713269.9,5115264,586.0
1777713270.912,5115264,586.0
1777713271.924,5115264,587.0
1777713272.935,5175920,587.0
1777713273.946,5175920,587.0
1777713274.957,5175920,587.0
1777713275.968,5175920,588.0
1777713276.978,5175920,588.0
1777713277.988,5227380,588.0
1777713279.0,5227380,589.0
1777713280.012,5227380,589.0
1777713281.023,5227380,589.0
1777713282.036,5227380,589.0
1777713283.049,5227380,590.0
1777713284.062,5227380,581.0
1777713285.073,5287908,581.0
1777713286.085,5287908,581.0
1777713287.095,5287908,582.0
1777713288.107,5287908,582.0
1777713289.119,5287908,582.0
1777713290.128,5287908,583.0
1777713291.14,5287908,583.0
1777713292.152,5339368,583.0
1777713293.165,5339712,584.0
1777713294.175,5400200,584.0
1777713295.185,5400200,584.0
1777713296.196,5400200,584.0
1777713297.207,5400200,585.0
1777713298.218,5400200,585.0
1777713299.228,5400200,585.0
1777713300.24,5400200,585.0
1777713301.25,5451660,586.0
1777713302.263,5451660,586.0
1777713303.273,5511396,586.0
1777713304.285,5511396,586.0
1777713305.297,5511396,586.0
1777713306.308,5511396,587.0
1777713307.32,5511396,587.0
1777713308.331,5562856,587.0
1777713309.343,5562856,587.0
1777713310.354,5562856,587.0
1777713311.367,5562856,588.0
1777713312.379,5562856,588.0
1777713313.392,5562856,588.0
1777713314.406,5562856,588.0
1777713315.418,5621832,588.0
1777713316.429,5621832,588.0
1777713317.44,5621832,589.0
1777713318.452,5621832,589.0
1777713319.463,5621832,589.0
1777713320.475,5673292,589.0
1777713321.483,5751064,589.0
1777713322.494,5732232,589.0
1777713323.504,5732232,589.0
1777713324.516,5732232,590.0
1777713325.527,5732232,590.0
1777713326.538,5732232,590.0
1777713327.549,5732232,590.0
1777713328.56,5732232,590.0
1777713329.571,5783692,590.0
1777713330.582,5843428,590.0
1777713331.593,5843428,590.0
1777713332.605,5843428,591.0
1777713333.616,5843428,591.0
1777713334.627,5843428,591.0
1777713335.638,5843428,591.0
1777713336.65,5894888,591.0
1777713337.662,5894888,591.0
1777713338.675,5894888,591.0
1777713339.687,5894888,591.0
1777713340.699,5894888,592.0
1777713341.711,5894888,592.0
1777713342.723,5894888,592.0
1777713343.732,5965568,592.0
1777713344.743,5965568,592.0
1777713345.754,5965568,592.0
1777713346.766,5965568,592.0
1777713347.777,5965568,592.0
1777713348.788,5965568,592.0
1777713349.799,5965568,592.0
1777713350.809,5965568,593.0
1777713351.821,6017028,593.0
1777713352.832,6019932,593.0
1777713353.844,6019932,593.0
1777713354.86,6019932,593.0
1777713355.871,6019932,593.0
1777713356.882,6019932,593.0
1777713357.895,6019932,593.0
1777713358.908,6019932,593.0
1777713359.92,6019932,593.0
1777713360.932,6019932,594.0
1777713361.944,6019932,594.0
1777713362.955,6019932,594.0
1777713363.968,6019932,594.0
1777713364.981,6019932,594.0
1777713365.993,6019932,594.0
1777713367.005,6019932,594.0
1777713368.016,6019932,594.0
1777713369.027,6082960,594.0
1777713370.038,6082960,594.0
1777713371.048,6082960,594.0
1777713372.059,6082960,590.0
1777713373.07,6082960,591.0
1777713374.081,6082960,591.0
1777713375.092,6134420,591.0
1777713376.104,6134420,591.0
1777713377.117,6134420,591.0
1777713378.128,6134420,591.0
1777713379.14,6134420,591.0
1777713380.153,6134420,591.0
1777713381.166,6134420,591.0
1777713382.177,6134420,591.0
1777713383.19,6134420,591.0
1777713384.2,6194920,591.0
1777713385.211,6194920,592.0
1777713386.223,6194920,592.0
1777713387.235,6194920,592.0
1777713388.246,6246380,592.0
1777713389.258,6246380,592.0
1777713390.27,6246380,592.0
1777713391.282,6246380,592.0
1777713392.293,6246380,592.0
1777713393.306,6246380,592.0
1777713394.318,6246380,592.0
1777713395.329,6304188,592.0
1777713396.34,6304188,592.0
1777713397.352,6304188,592.0
1777713398.364,6304188,593.0
1777713399.375,6304188,593.0
1777713400.385,6355648,593.0
1777713401.4,6355648,593.0
