tasks,total_wall_sec,mean_wall_sec,mean_score,mean_quality_total,mean_correctness_score,mean_json_score,mean_tool_use_score,mean_safety_score,mean_ground_truth_score,mean_planner_sec,mean_deterministic_tool_sec,mean_llm_tool_sec,mean_final_sec,total_prompt_eval_ms,total_decode_ms,plan_valid_rate,final_json_valid_rate,total_llm_calls,total_prompt_tokens,total_completion_tokens,completion_tokens_per_sec,job_index,host_label,repeat,ctx_size,model,config,type_k,type_v,server_max_rss_mb,server_max_cpu_pct,server_mean_cpu_pct,server_profile_samples,thermal_max_c,vcgencmd_throttled_last,vcgencmd_throttled_or,rapl_package_joules,rapl_package_watts_avg,battery_power_w_avg,battery_power_w_max,battery_joules,server_version,server_version_major,server_returncode,run_kind,task_suite,task_count,planner_mode,context_fill_ratio,raw_dir
8,79.7289129999981,9.966114124999763,0.8333333333333334,0.8333333333333334,0.8541666666666666,1.0,1.0,1.0,0.3125,3.426679057499882,0.0030677549999609255,3.6585021613748268,2.8773857814999246,39066.76,40472.529,1.0,1.0,24,10738,1694,21.246997309495995,1,m4_agentic_impact_gemma8k,1,8192,gemma4_e4b,f16/f16,f16,f16,8384.046875,178.9,100.21392405063291,79,0.0,0,0,0.0,0.0,35.80892911392405,55.5182,2894.4431499865523,version: 7 (90b03b6) built with AppleClang 21.0.0.21000099 for Darwin arm64,7,0,agentic_impact,agentic_impact,8,llm,0.0,agent/results/20260505_m4_agentic_impact_gemma8k/raw/0001_ctx8192_r01_gemma4_e4b_f16_f16
8,82.45851187600056,10.30731398450007,0.7791666666666667,0.7791666666666667,0.7083333333333334,1.0,1.0,0.875,0.3125,3.501891385374961,0.002316661124723396,3.6224008906250447,3.1802952448746282,40081.477999999996,42295.437999999995,1.0,1.0,24,10861,1755,21.283430419398467,2,m4_agentic_impact_gemma8k,1,8192,gemma4_e4b,q4_0/q4_0,q4_0,q4_0,7920.015625,150.3,100.80731707317074,82,0.0,0,0,0.0,0.0,17.300521951219512,17.8416,1450.7484044005153,version: 7 (90b03b6) built with AppleClang 21.0.0.21000099 for Darwin arm64,7,0,agentic_impact,agentic_impact,8,llm,0.0,agent/results/20260505_m4_agentic_impact_gemma8k/raw/0002_ctx8192_r01_gemma4_e4b_q4_0_q4_0
8,79.87558066800011,9.984447583500014,0.8291666666666667,0.8291666666666667,0.8125,1.0,1.0,1.0,0.3333333333333333,3.4248782292498845,0.0025925887501898615,3.6076937655000165,2.9488643177498943,38662.888,41102.020000000004,1.0,1.0,24,10748,1711,21.420814542954098,3,m4_agentic_impact_gemma8k,1,8192,gemma4_e4b,q8_0/q8_0,q8_0,q8_0,8212.90625,151.8,101.22784810126582,79,0.0,0,0,0.0,0.0,16.98979746835443,17.8416,1372.7296006357667,version: 7 (90b03b6) built with AppleClang 21.0.0.21000099 for Darwin arm64,7,0,agentic_impact,agentic_impact,8,llm,0.0,agent/results/20260505_m4_agentic_impact_gemma8k/raw/0003_ctx8192_r01_gemma4_e4b_q8_0_q8_0
8,76.76583083399873,9.595728854249842,0.8166666666666667,0.8166666666666667,0.75,1.0,1.0,1.0,0.3333333333333333,3.2515957290002007,0.0016962397501174564,3.460814958500009,2.881178854250038,37129.807,39546.186,1.0,1.0,24,10801,1699,22.132242711916717,4,m4_agentic_impact_gemma8k,1,8192,gemma4_e4b,q8_0/tbq4,q8_0,tbq4,7787.265625,162.4,102.19473684210527,76,0.0,0,0,0.0,0.0,15.429826315789473,15.4383,1198.7722602471824,version: 7 (90b03b6) built with AppleClang 21.0.0.21000099 for Darwin arm64,7,0,agentic_impact,agentic_impact,8,llm,0.0,agent/results/20260505_m4_agentic_impact_gemma8k/raw/0004_ctx8192_r01_gemma4_e4b_q8_0_tbq4
8,78.01873266500024,9.75234158312503,0.8291666666666666,0.8291666666666666,0.8125,1.0,1.0,1.0,0.3333333333333333,3.2409471667499474,0.0030725884998901165,3.454721338499894,3.053163854249874,38243.719,39680.33,1.0,1.0,24,11005,1677,21.49483774878484,5,m4_agentic_impact_gemma8k,1,8192,gemma4_e4b,tbq4/tbq4,tbq4,tbq4,7752.09375,123.6,98.56103896103896,77,0.0,0,0,0.0,0.0,14.375937662337662,18.0156,1130.0675413294318,version: 7 (90b03b6) built with AppleClang 21.0.0.21000099 for Darwin arm64,7,0,agentic_impact,agentic_impact,8,llm,0.0,agent/results/20260505_m4_agentic_impact_gemma8k/raw/0005_ctx8192_r01_gemma4_e4b_tbq4_tbq4
