run_kind,planner_mode,task_suite,host_label,ctx_size,model,config,repeats,wall_mean_sec,wall_std_sec,wall_ci95_sec,wall_min_sec,wall_max_sec,vs_q4_wall_pct,speedup_vs_q4_pct,quality_mean,quality_std,quality_ci95,quality_delta_vs_q4,tok_s_mean,rss_max_mean_mb,cpu_max_mean_pct,thermal_max_c_mean,rapl_package_joules_mean,rapl_package_watts_avg_mean,json_valid_mean,plan_valid_mean,server_failures
agent,llm,core,x86_axelera_qwen_fix_smoke,8192,qwen35_4b,q4_0/q4_0,1,111.25609124801122,0.0,0.0,111.25609124801122,111.25609124801122,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,4.844678560551488,5153.5859375,592.0,88.0,0.0,0.0,1.0,0.5,0
agent,llm,core,x86_axelera_qwen_fix_smoke,8192,qwen35_4b,q8_0/tbq4,1,107.65743621811271,0.0,0.0,107.65743621811271,107.65743621811271,-3.2345689926104093,3.3426906271552648,0.9166666666666666,0.0,0.0,0.0,5.034487342814986,5178.94140625,594.0,87.0,0.0,0.0,1.0,1.0,0
agent,llm,core,x86_axelera_qwen_fix_smoke,8192,qwen35_4b,tbq4/tbq4,1,105.71610923297703,0.0,0.0,105.71610923297703,105.71610923297703,-4.979486473854722,5.240433132877764,0.8333333333333333,0.0,0.0,-0.08333333333333337,4.597217997580234,5190.5078125,597.0,87.0,4971.590422,64.61058157270215,1.0,1.0,0
qwen_fix_telemetry,llm,core,x86_axelera_qwen_fix_telemetry,8192,qwen35_4b,q4_0/q4_0,1,60.05048384517431,0.0,0.0,60.05048384517431,60.05048384517431,0.0,0.0,0.9,0.0,0.0,0.0,4.812617342853003,4837.20703125,591.0,87.0,4343.039724,70.0535473319626,1.0,0.0,0
qwen_fix_telemetry,llm,core,x86_axelera_qwen_fix_telemetry,8192,qwen35_4b,q8_0/tbq4,1,58.57058551697992,0.0,0.0,58.57058551697992,58.57058551697992,-2.464423653954151,2.5266920505094825,0.9,0.0,0.0,0.0,4.985437612115858,4905.1796875,596.0,87.0,4096.577098,67.76129926030609,1.0,1.0,0
qwen_fix_telemetry,llm,core,x86_axelera_qwen_fix_telemetry,8192,qwen35_4b,tbq4/tbq4,1,54.2587538510561,0.0,0.0,54.2587538510561,54.2587538510561,-9.644768240420499,10.674277573747638,0.6666666666666666,0.0,0.0,-0.2333333333333334,4.62598165613998,4868.54296875,596.0,86.0,3653.921738,65.38872101855502,1.0,1.0,0
