run_kind,planner_mode,task_suite,host_label,ctx_size,model,config,task_rows,planner_sec_mean,deterministic_tool_sec_mean,llm_tool_sec_mean,final_sec_mean,prompt_eval_ms_mean,decode_ms_mean,wall_sec_mean
agent,llm,core,x86_axelera_qwen_fix_smoke,8192,qwen35_4b,q4_0/q4_0,2,22.15710167796351,8.957355748862028e-05,19.245954844984226,14.22431767906528,19952.318,35561.195,55.62804562400561
agent,llm,core,x86_axelera_qwen_fix_smoke,8192,qwen35_4b,q8_0/tbq4,2,21.701857861015014,4.063593223690987e-06,16.31347111647483,15.812914244597778,18066.381,35653.488,53.828718109056354
agent,llm,core,x86_axelera_qwen_fix_smoke,8192,qwen35_4b,tbq4/tbq4,2,21.658829061081633,3.999099135398865e-06,18.752759867464192,12.446002373937517,20606.244,32134.761499999997,52.858054616488516
qwen_fix_telemetry,llm,core,x86_axelera_qwen_fix_telemetry,8192,qwen35_4b,q4_0/q4_0,1,23.998389296932146,6.781192496418953e-06,19.04370672116056,17.007765703834593,21537.294,38407.168000000005,60.05048384517431
qwen_fix_telemetry,llm,core,x86_axelera_qwen_fix_telemetry,8192,qwen35_4b,q8_0/tbq4,1,21.576132538961247,4.40794974565506e-06,18.711326213087887,18.282586182001978,19908.809,38549.231,58.57058551697992
qwen_fix_telemetry,llm,core,x86_axelera_qwen_fix_telemetry,8192,qwen35_4b,tbq4/tbq4,1,22.452930823899806,4.018889740109444e-06,19.388663046061993,12.41664335783571,20999.947,33145.76,54.2587538510561
