requests,ok_requests,error_requests,json_valid_rate,batch_wall_sec,mean_request_wall_sec,p95_request_wall_sec,total_prompt_tokens,total_completion_tokens,prompt_tokens_per_sec,completion_tokens_per_sec,job_index,host_label,repeat,model,config,type_k,type_v,ctx_size,concurrency,server_ctx_total,context_fill_ratio,raw_dir,memavailable_mb_before,memavailable_pct_before,server_returncode,server_max_rss_mb,server_max_cpu_pct,server_profile_samples,thermal_max_c,vcgencmd_throttled_last,vcgencmd_throttled_or,rapl_package_joules,rapl_package_watts_avg,killed_for_rss,memavailable_mb_after,memavailable_pct_after,server_version
1,1,0,1.0,91.86743899500289,91.86589188899961,91.86589188899961,1602,39,17.4381697968868,0.424524732883012,1,raspberry_pi5_8gb_capacity_qwen,1,qwen35_4b,f16/f16,f16,f16,4096,1,4096,0.35,agent/results/20260505_pi_qwen_capacity_curve/raw/0001_ctx4096_c1_r01_qwen35_4b_f16_f16,7660.734375,95.0028677946659,0,4788.6875,365.0,104,77.1,0,0,0.0,0.0,False,7619.109375,94.48666475480356,version: 0 (unknown) built with GNU 12.2.0 for Linux aarch64
1,1,0,1.0,99.9818013969998,99.98136110300402,99.98136110300402,1602,35,16.022915946862227,0.35006370670423087,2,raspberry_pi5_8gb_capacity_qwen,1,qwen35_4b,q4_0/q4_0,q4_0,q4_0,4096,1,4096,0.35,agent/results/20260505_pi_qwen_capacity_curve/raw/0002_ctx4096_c1_r01_qwen35_4b_q4_0_q4_0,7618.328125,94.47697625931065,0,4692.890625,368.0,111,74.9,0,0,0.0,0.0,False,7602.875,94.28533781846085,version: 0 (unknown) built with GNU 12.2.0 for Linux aarch64
1,1,0,1.0,93.3535256680043,93.35309498500283,93.35309498500283,1602,37,17.16057308534052,0.39634282406841403,3,raspberry_pi5_8gb_capacity_qwen,1,qwen35_4b,tbq4/tbq4,tbq4,tbq4,4096,1,4096,0.35,agent/results/20260505_pi_qwen_capacity_curve/raw/0003_ctx4096_c1_r01_qwen35_4b_tbq4_tbq4,7602.875,94.28533781846085,0,4693.4375,366.0,105,76.0,0,0,0.0,0.0,False,7617.984375,94.47271332129377,version: 0 (unknown) built with GNU 12.2.0 for Linux aarch64
1,1,0,1.0,92.55035806600063,92.5498948079985,92.5498948079985,1602,35,17.3094954301264,0.37817249691287397,4,raspberry_pi5_8gb_capacity_qwen,1,qwen35_4b,q8_0/tbq4,q8_0,tbq4,4096,1,4096,0.35,agent/results/20260505_pi_qwen_capacity_curve/raw/0004_ctx4096_c1_r01_qwen35_4b_q8_0_tbq4,7617.984375,94.47271332129377,0,4709.953125,366.0,104,77.1,0,0,0.0,0.0,False,7597.78125,94.22216882784706,version: 0 (unknown) built with GNU 12.2.0 for Linux aarch64
2,2,0,0.0,270.85430580200045,270.5587138200026,270.2636093170004,3204,256,11.829237827742652,0.9451575792453555,5,raspberry_pi5_8gb_capacity_qwen,1,qwen35_4b,f16/f16,f16,f16,4096,2,8192,0.35,agent/results/20260505_pi_qwen_capacity_curve/raw/0005_ctx4096_c2_r01_qwen35_4b_f16_f16,7597.8125,94.22255636766678,-6,5367.40625,372.0,278,77.1,0,0,0.0,0.0,False,7587.0,94.08846759004487,version: 0 (unknown) built with GNU 12.2.0 for Linux aarch64
2,2,0,0.5,258.5769605710011,241.7705694005017,224.9646583959984,3204,184,12.390895124317282,0.711586985915849,6,raspberry_pi5_8gb_capacity_qwen,1,qwen35_4b,q4_0/q4_0,q4_0,q4_0,4096,2,8192,0.35,agent/results/20260505_pi_qwen_capacity_curve/raw/0006_ctx4096_c2_r01_qwen35_4b_q4_0_q4_0,7587.015625,94.08866135995474,-6,4985.046875,372.0,267,76.0,0,0,0.0,0.0,False,7592.484375,94.15648082840512,version: 0 (unknown) built with GNU 12.2.0 for Linux aarch64
2,2,0,0.0,275.4849985809997,275.2072579245032,274.930340951003,3204,256,11.630397359215703,0.9292702009860236,7,raspberry_pi5_8gb_capacity_qwen,1,qwen35_4b,tbq4/tbq4,tbq4,tbq4,4096,2,8192,0.35,agent/results/20260505_pi_qwen_capacity_curve/raw/0007_ctx4096_c2_r01_qwen35_4b_tbq4_tbq4,7592.484375,94.15648082840512,-11,4998.75,372.0,283,76.55,0,0,0.0,0.0,False,7594.03125,94.17566404948109,version: 0 (unknown) built with GNU 12.2.0 for Linux aarch64
