tasks,total_wall_sec,mean_wall_sec,mean_score,mean_quality_total,mean_correctness_score,mean_json_score,mean_tool_use_score,mean_safety_score,mean_ground_truth_score,mean_planner_sec,mean_deterministic_tool_sec,mean_llm_tool_sec,mean_final_sec,total_prompt_eval_ms,total_decode_ms,plan_valid_rate,final_json_valid_rate,total_llm_calls,total_prompt_tokens,total_completion_tokens,completion_tokens_per_sec,job_index,host_label,repeat,ctx_size,model,config,type_k,type_v,server_max_rss_mb,server_max_cpu_pct,server_mean_cpu_pct,server_profile_samples,server_returncode,run_kind,task_suite,task_count,planner_mode,context_fill_ratio,raw_dir
5,180.59295413526706,36.11859082705341,0.7733333333333333,0.7733333333333333,0.5333333333333333,1.0,1.0,1.0,0.3333333333333333,12.944863611645996,4.091295413672924e-05,10.390358286723494,12.782910410407931,93632.598,86676.05900000001,0.6,1.0,15,6866,856,4.73994129006186,41,x86_axelera_paper,5,8192,gemma4_e4b,f16/f16,f16,f16,8097.7578125,593.0,564.3736263736264,182,0,repeat_core8k,core,5,llm,0.0,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_094909_x86_axelera_paper/raw/0041_ctx8192_r05_gemma4_e4b_f16_f16
5,199.66320816706866,39.93264163341373,0.36,0.36,0.0,0.0,1.0,0.8,0.0,14.29579901425168,1.5877000987529754e-05,11.088667869241908,14.547739828424529,103997.344,95058.564,0.0,0.0,15,6657,756,3.7863761027390446,42,x86_axelera_paper,4,8192,qwen35_4b,tbq4/tbq4,tbq4,tbq4,6089.2734375,596.0,577.445,200,0,repeat_core8k,core,5,llm,0.0,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_094909_x86_axelera_paper/raw/0042_ctx8192_r04_qwen35_4b_tbq4_tbq4
5,208.10224605095573,41.62044921019115,0.37333333333333335,0.37333333333333335,0.06666666666666667,0.0,1.0,0.8,0.0,14.3438656183891,1.2633856385946274e-05,10.798036353010684,16.478121675970034,105413.67300000001,102086.637,0.0,0.0,15,6655,819,3.935565403746101,43,x86_axelera_paper,5,8192,qwen35_4b,tbq4/tbq4,tbq4,tbq4,6088.38671875,594.0,571.8269230769231,208,0,repeat_core8k,core,5,llm,0.0,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_094909_x86_axelera_paper/raw/0043_ctx8192_r05_qwen35_4b_tbq4_tbq4
5,176.88666814006865,35.37733362801373,0.7999999999999999,0.7999999999999999,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,13.093828955618665,4.2629707604646685e-05,10.372086395602674,11.910931276157498,93730.51000000001,82933.629,0.8,1.0,15,6775,819,4.630083253936755,44,x86_axelera_paper,1,8192,gemma4_e4b,q8_0/q8_0,q8_0,q8_0,7842.6015625,593.0,562.6910112359551,178,0,repeat_core8k,core,5,llm,0.0,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_094909_x86_axelera_paper/raw/0044_ctx8192_r01_gemma4_e4b_q8_0_q8_0
5,204.96098132594489,40.99219626518898,0.6933333333333332,0.6933333333333332,0.5333333333333333,0.8,1.0,0.8,0.3333333333333333,14.58351640603505,3.983662463724613e-05,10.971757615823298,15.43644549883902,109854.962,94993.514,0.4,0.8,15,7087,912,4.4496274076169975,45,x86_axelera_paper,1,8192,gemma4_e4b,q4_0/q4_0,q4_0,q4_0,7512.56640625,594.0,564.6553398058253,206,0,repeat_core8k,core,5,llm,0.0,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_094909_x86_axelera_paper/raw/0045_ctx8192_r01_gemma4_e4b_q4_0_q4_0
5,179.52699576620944,35.90539915324189,0.8266666666666665,0.8266666666666665,0.6,1.0,1.0,1.0,0.5333333333333333,12.936801594169811,3.943289630115032e-05,10.28384339963086,12.684292276669293,94577.7,84824.241,0.6,1.0,15,6988,847,4.717953399626945,46,x86_axelera_paper,5,8192,gemma4_e4b,tbq4/tbq4,tbq4,tbq4,7539.125,594.0,564.4033149171271,181,0,repeat_core8k,core,5,llm,0.0,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_094909_x86_axelera_paper/raw/0046_ctx8192_r05_gemma4_e4b_tbq4_tbq4
5,175.27327194600366,35.054654389200735,0.7866666666666665,0.7866666666666665,0.5999999999999999,1.0,1.0,1.0,0.3333333333333333,12.628917012596503,4.5034987851977346e-05,10.162362271361053,12.262875944329426,92395.663,82707.692,0.8,1.0,15,6857,825,4.706935580310027,47,x86_axelera_paper,3,8192,gemma4_e4b,q8_0/tbq4,q8_0,tbq4,7682.375,593.0,561.2045454545455,176,0,repeat_core8k,core,5,llm,0.0,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_094909_x86_axelera_paper/raw/0047_ctx8192_r03_gemma4_e4b_q8_0_tbq4
5,204.25127372378483,40.85025474475697,0.36,0.36,0.0,0.0,1.0,0.8,0.0,14.074814447201788,1.2660212814807891e-05,11.566560469567776,15.208462144015357,102942.83399999999,100701.68699999999,0.0,0.0,15,6624,800,3.9167442406350137,48,x86_axelera_paper,3,8192,qwen35_4b,q8_0/tbq4,q8_0,tbq4,6146.2265625,597.0,580.5804878048781,205,0,repeat_core8k,core,5,llm,0.0,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_094909_x86_axelera_paper/raw/0048_ctx8192_r03_qwen35_4b_q8_0_tbq4
5,180.27016811911017,36.054033623822036,0.7999999999999999,0.7999999999999999,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,12.919943869393318,4.3594185262918474e-05,10.427339559374378,12.706270434800535,94011.756,85902.375,0.6,1.0,15,6864,851,4.720692330179209,49,x86_axelera_paper,4,8192,gemma4_e4b,f16/f16,f16,f16,8291.05078125,593.0,561.9889502762431,181,0,repeat_core8k,core,5,llm,0.0,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_094909_x86_axelera_paper/raw/0049_ctx8192_r04_gemma4_e4b_f16_f16
5,199.46082991431467,39.892165982862934,0.36,0.36,0.0,0.0,1.0,0.8,0.0,14.111852642334998,1.2812810018658638e-05,11.637384495325387,14.142486655851826,102788.87199999999,96007.334,0.0,0.0,15,6652,760,3.8102719231965714,50,x86_axelera_paper,3,8192,qwen35_4b,f16/f16,f16,f16,6427.2265625,595.0,572.835,200,0,repeat_core8k,core,5,llm,0.0,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_094909_x86_axelera_paper/raw/0050_ctx8192_r03_qwen35_4b_f16_f16
